Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,group,n_genes,organism,go_library,input_genes,p_adj_global
GO_Biological_Process_2021,Fc receptor mediated stimulatory signaling pathway (GO:0002431),6/74,1.8898091670928128e-06,7.387435834999179e-05,0,0,18.61576971214017,245.33787507392185,HSP90AA1;CD3G;FYN;CD247;ACTB;ACTG1,0,100,human,GO_Biological_Process_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.0019594393189395006
GO_Biological_Process_2021,positive regulation of leukocyte mediated cytotoxicity (GO:0001912),5/43,2.338821443560366e-06,8.843122410553738e-05,0,0,27.509695290858726,356.6869516489501,NCR3;HLA-B;HLA-A;HLA-F;HLA-E,0,100,human,GO_Biological_Process_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.002293852358616364
GO_Biological_Process_2021,protection from natural killer cell mediated cytotoxicity (GO:0042270),3/6,2.399296778057216e-06,8.843122410553738e-05,0,0,205.1237113402062,2654.3695150710146,HLA-B;HLA-A;HLA-E,0,100,human,GO_Biological_Process_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.002293852358616364
GO_Biological_Process_2021,MAPK cascade (GO:0000165),10/303,2.854987231524516e-06,0.00010230370912962848,0,0,7.435343193022374,94.92288645095744,UBB;CCL5;UBC;PSME1;FYN;CALM1;IL2RG;RPS27A;ZFP36L2;LAT,0,100,human,GO_Biological_Process_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.0026247730930915036
GO_Cellular_Component_2021,membrane raft (GO:0045121),7/163,1.7796480193903016e-05,0.00011001460483503684,0,0,9.526330300523847,104.18480528163748,RAP1B;ZAP70;PTPRC;CD8A;LCK;FYN;LAT,0,100,human,GO_Cellular_Component_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.002807310349936875
GO_Biological_Process_2021,regulation of T cell activation (GO:0050863),5/47,3.6685186157719727e-06,0.00012790240579313097,0,0,24.884711779448622,311.45015021757234,CD2;LCK;CCL5;TIGIT;LAT,0,100,human,GO_Biological_Process_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.0032201311576152978
GO_Biological_Process_2021,alpha-beta T cell activation (GO:0046631),3/8,6.669353467633975e-06,0.00022640699929599547,0,0,123.0618556701031,1466.6496741086537,ANXA1;HLA-A;HLA-E,0,100,human,GO_Biological_Process_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.005163844197206239
GO_Biological_Process_2021,positive regulation of T cell mediated cytotoxicity (GO:0001916),4/26,8.082295562387204e-06,0.0002673374686020383,0,0,37.64772727272727,441.4510238762915,HLA-B;HLA-A;HLA-F;HLA-E,0,100,human,GO_Biological_Process_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.005993451438944744
GO_Biological_Process_2021,modification-dependent macromolecule catabolic process (GO:0043632),3/10,1.4187907246385926e-05,0.0004575600086959461,0,0,87.89248895434463,981.1544503878058,UBB;UBC;RPS27A,0,100,human,GO_Biological_Process_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.00974747747031907
GO_Cellular_Component_2021,recycling endosome (GO:0055037),6/145,8.914829411381004e-05,0.0005271377391077463,0,0,9.074391550589317,84.62060092266954,HLA-B;HLA-C;HLA-A;HLA-F;B2M;HLA-E,0,100,human,GO_Cellular_Component_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.01098125874212066
GO_Biological_Process_2021,positive regulation of T cell proliferation (GO:0042102),5/66,1.9827432166663e-05,0.0006238387193901287,0,0,17.117342536669543,185.35418707565327,ANXA1;PTPRC;CCL5;RPS3;CD3E,0,100,human,GO_Biological_Process_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.012659623667623817
GO_Cellular_Component_2021,bounding membrane of organelle (GO:0098588),13/767,0.00011497568720470884,0.0006515288941600167,0,0,3.794292508917955,34.41723004446577,HLA-B;HLA-C;HLA-A;HLA-F;HLA-E;TPST2;PTPRC;UBB;CHST12;UBC;RPS27A;B2M;CTSC,0,100,human,GO_Cellular_Component_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.0131366082813934
GO_Biological_Process_2021,positive regulation of cytokine production involved in immune response (GO:0002720),4/33,2.1536267738475066e-05,0.000661471080538877,0,0,28.55028735632184,306.79488338882885,HLA-A;HLA-F;B2M;HLA-E,0,100,human,GO_Biological_Process_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.01328019551034982
GO_Biological_Process_2021,neutrophil degranulation (GO:0043312),11/481,2.863975106194432e-05,0.0008591925318583297,0,0,5.109490796079369,53.448926542227305,RAP1B;CD53;HSPA8;HSP90AA1;PTPRC;BIN2;HLA-B;HLA-C;B2M;PPIA;CTSC,0,100,human,GO_Biological_Process_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.016612231786402528
GO_Biological_Process_2021,neutrophil activation involved in immune response (GO:0002283),11/485,3.088887552868534e-05,0.0009056056689091838,0,0,5.065329730242261,52.60402899649624,RAP1B;CD53;HSPA8;HSP90AA1;PTPRC;BIN2;HLA-B;HLA-C;B2M;PPIA;CTSC,0,100,human,GO_Biological_Process_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.017151981621750356
GO_Biological_Process_2021,neutrophil mediated immunity (GO:0002446),11/488,3.267447137902943e-05,0.0009366681795321772,0,0,5.03269498033119,51.9822861047112,RAP1B;CD53;HSPA8;HSP90AA1;PTPRC;BIN2;HLA-B;HLA-C;B2M;PPIA;CTSC,0,100,human,GO_Biological_Process_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.01753413037470175
GO_Biological_Process_2021,regulation of mRNA catabolic process (GO:0061013),6/122,3.399754060013557e-05,0.0009534092907429324,0,0,10.886280264123258,112.01135843336408,HSPA8;UBB;UBC;PSME1;RPS27A;ZFP36L2,0,100,human,GO_Biological_Process_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.017741703323390222
GO_Biological_Process_2021,positive regulation of lymphocyte proliferation (GO:0050671),5/75,3.695516302442839e-05,0.0010143012830109,0,0,14.909774436090226,152.16625332614535,ANXA1;PTPRC;CCL5;CD3E;HLA-E,0,100,human,GO_Biological_Process_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.018690138710040383
GO_Cellular_Component_2021,secretory granule lumen (GO:0034774),8/316,0.000187680895436919,0.0010209840711768,0,0,5.531338226990401,47.46312674752469,SRGN;HSPA8;HSP90AA1;BIN2;CTSW;B2M;PPIA;CTSC,0,100,human,GO_Cellular_Component_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.018776535183985837
GO_Biological_Process_2021,regulation of mitotic cell cycle phase transition (GO:1901990),7/188,4.442920019732046e-05,0.0011940347553029,0,0,8.200142577080735,82.17866072164911,HSP90AA1;UBB;ID2;UBC;PSME1;RPS27A;ZFP36L2,0,100,human,GO_Biological_Process_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.02149719169394284
GO_Biological_Process_2021,positive regulation of intrinsic apoptotic signaling pathway (GO:2001244),4/40,4.682563824405718e-05,0.00123275659867,0,0,22.99074074074074,229.19652633091084,SLC9A3R1;UBB;LCK;RPS3,0,100,human,GO_Biological_Process_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.022025875015325845
GO_Molecular_Function_2021,MHC protein binding (GO:0042287),4/28,1.0984632189032872e-05,0.0012989684770042,0,0,34.50694444444444,394.0352587856317,LAG3;CD8B;CD8A;HLA-E,0,100,human,GO_Molecular_Function_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.022745796506086043
GO_Molecular_Function_2021,phospholipase activator activity (GO:0016004),3/11,1.943756475353003e-05,0.0012989684770042,0,0,76.9020618556701,834.256871154208,LCK;CCL5;FYN,0,100,human,GO_Molecular_Function_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.022745796506086043
GO_Molecular_Function_2021,lipase activator activity (GO:0060229),3/12,2.5822694403897266e-05,0.0012989684770042,0,0,68.35395189003437,722.1087027443646,LCK;CCL5;FYN,0,100,human,GO_Molecular_Function_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.022745796506086043
GO_Molecular_Function_2021,non-membrane spanning protein tyrosine kinase activity (GO:0004715),4/35,2.7346704779035945e-05,0.0012989684770042,0,0,26.705645161290324,280.5939309045606,ZAP70;LCK;MATK;FYN,0,100,human,GO_Molecular_Function_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.022745796506086043
GO_Biological_Process_2021,negative regulation of leukocyte mediated cytotoxicity (GO:0001911),3/15,5.2826809188518965e-05,0.0013362075265331,0,0,51.25773195876289,504.8113501315131,PTPRC;HLA-F;HLA-E,0,100,human,GO_Biological_Process_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.02325643266143377
GO_Biological_Process_2021,regulation of lymphocyte activation (GO:0051249),3/15,5.2826809188518965e-05,0.0013362075265331,0,0,51.25773195876289,504.8113501315131,LCK;CCL5;LAT,0,100,human,GO_Biological_Process_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.02325643266143377
GO_Molecular_Function_2021,protein kinase binding (GO:0019901),11/506,4.537873264186562e-05,0.0017243918403908,0,0,4.845193508114856,48.45419781889687,DUSP2;HSP90AA1;PTPRC;LCK;PLEK;RPS3;CD247;CALM1;CD3E;ACTB;LAT,0,100,human,GO_Molecular_Function_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.028091476763182997
GO_Molecular_Function_2021,ubiquitin protein ligase binding (GO:0031625),8/265,5.556556754716248e-05,0.0017595763056601,0,0,6.6462527491118255,65.11963110283267,HSPA8;HSP90AA1;UBB;UBC;CXCR4;TMBIM6;RPS27A;ACTG1,0,100,human,GO_Molecular_Function_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.028516644568150604
GO_Biological_Process_2021,enzyme linked receptor protein signaling pathway (GO:0007167),6/140,7.340718321018319e-05,0.0018210628142526,0,0,9.415369958717053,89.6295085236905,ZAP70;CD8B;CD8A;LCK;FYN;CD3E,0,100,human,GO_Biological_Process_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.029361519621579592
GO_Molecular_Function_2021,MHC class I protein binding (GO:0042288),3/17,7.837829876798801e-05,0.0020377569843004,0,0,43.930780559646536,415.3199946350019,CD8B;CD8A;HLA-E,0,100,human,GO_Molecular_Function_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.03235669437465862
GO_Molecular_Function_2021,ubiquitin-like protein ligase binding (GO:0044389),8/282,8.580029407580769e-05,0.0020377569843004,0,0,6.228498889241511,58.32047537988007,HSPA8;HSP90AA1;UBB;UBC;CXCR4;TMBIM6;RPS27A;ACTG1,0,100,human,GO_Molecular_Function_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.03235669437465862
GO_Biological_Process_2021,regulation of mRNA stability (GO:0043488),6/146,9.259673006773614e-05,0.0022537694676864,0,0,9.009118541033434,83.66999679598672,HSPA8;UBB;UBC;PSME1;RPS27A;ZFP36L2,0,100,human,GO_Biological_Process_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.03525165001284908
GO_Biological_Process_2021,endoplasmic reticulum mannose trimming (GO:1904380),3/19,0.0001108806349755567,0.002600654893063,0,0,38.43556701030928,350.03487252570744,UBB;UBC;RPS27A,0,100,human,GO_Biological_Process_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.039817506460294645
GO_Biological_Process_2021,regulation of T cell cytokine production (GO:0002724),3/19,0.0001108806349755567,0.002600654893063,0,0,38.43556701030928,350.03487252570744,HLA-A;HLA-F;B2M,0,100,human,GO_Biological_Process_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.039817506460294645
GO_Cellular_Component_2021,cytolytic granule (GO:0044194),2/7,0.0005113327792346296,0.0026746637683042,0,0,81.20408163265306,615.4043164173056,PRF1;GZMB,0,100,human,GO_Cellular_Component_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.040751835019987616
GO_Biological_Process_2021,DNA duplex unwinding (GO:0032508),4/51,0.00012276194853078428,0.0028279091715127,0,0,17.60017730496454,158.4942334974267,ANXA1;UBB;UBC;RPS27A,0,100,human,GO_Biological_Process_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.042536090669270894
GO_Biological_Process_2021,cellular response to interleukin-1 (GO:0071347),6/155,0.00012866151736759353,0.0028908224565016,0,0,8.461088105097815,75.79718131633948,UBB;CCL5;UBC;CCL4;PSME1;RPS27A,0,100,human,GO_Biological_Process_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.04334392396563545
GO_Biological_Process_2021,positive regulation of natural killer cell mediated cytotoxicity (GO:0045954),3/20,0.00012997496316054035,0.0028908224565016,0,0,36.1728320194057,323.6806038860264,NCR3;HLA-F;HLA-E,0,100,human,GO_Biological_Process_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.04334392396563545
GO_Biological_Process_2021,positive regulation of antigen receptor-mediated signaling pathway (GO:0050857),3/21,0.00015108790718152863,0.0032483900044028,0,0,34.16151202749141,300.5409826909726,PTPRC;LCK;RPS3,0,100,human,GO_Biological_Process_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.047632064603070054
GO_Biological_Process_2021,error-prone translesion synthesis (GO:0042276),3/21,0.00015108790718152863,0.0032483900044028,0,0,34.16151202749141,300.5409826909726,UBB;UBC;RPS27A,0,100,human,GO_Biological_Process_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.047632064603070054
GO_Biological_Process_2021,inflammatory response (GO:0006954),7/230,0.00015693434792474938,0.0033187755544742,0,0,6.6415449153768265,58.1778281298494,NCR3;ANXA1;CCL5;CCL4;CXCR4;LAT;KLRG1,0,100,human,GO_Biological_Process_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.048448977706866764
GO_Biological_Process_2021,apoptotic process (GO:0006915),7/231,0.0001611838730962225,0.0033536644563568,0,0,6.611559139784946,57.73851308035646,CD2;GZMA;PRF1;CXCR4;GZMB;PPIA;GZMH,0,100,human,GO_Biological_Process_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.04865655550239697
GO_Biological_Process_2021,"nucleotide-excision repair, DNA duplex unwinding (GO:0000717)",3/22,0.00017430999547730406,0.0035130032588305,0,0,32.36190992946283,280.0818212549987,UBB;UBC;RPS27A,0,100,human,GO_Biological_Process_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.05019489937048253
GO_Biological_Process_2021,error-free translesion synthesis (GO:0070987),3/22,0.00017430999547730406,0.0035130032588305,0,0,32.36190992946283,280.0818212549987,UBB;UBC;RPS27A,0,100,human,GO_Biological_Process_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.05019489937048253
GO_Biological_Process_2021,peptidyl-tyrosine modification (GO:0018212),4/56,0.00017701179211161472,0.0035130032588305,0,0,15.903846153846152,137.39800592224685,TPST2;ZAP70;LCK;FYN,0,100,human,GO_Biological_Process_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.05019489937048253
GO_Cellular_Component_2021,integral component of endoplasmic reticulum membrane (GO:0030176),5/142,0.0007370346891140768,0.0037124710266486,0,0,7.592393392239724,54.762989036023214,HLA-B;HLA-C;HLA-A;HLA-F;HLA-E,0,100,human,GO_Cellular_Component_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.05251596260690093
GO_Biological_Process_2021,transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169),9/404,0.00019278233716137083,0.003768018408154,0,0,4.883711225483378,41.77501573876522,ZAP70;HSP90AA1;CD8B;CD8A;LCK;FYN;CD3E;ACTB;ACTG1,0,100,human,GO_Biological_Process_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.05287579930130859
GO_Biological_Process_2021,"nucleotide-excision repair, DNA damage recognition (GO:0000715)",3/23,0.00019973029138903675,0.0037890011160567,0,0,30.742268041237114,261.8793213001886,UBB;UBC;RPS27A,0,100,human,GO_Biological_Process_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.052933582357255024
GO_Biological_Process_2021,positive regulation of natural killer cell mediated immunity (GO:0002717),3/23,0.00019973029138903675,0.0037890011160567,0,0,30.742268041237114,261.8793213001886,NCR3;HLA-F;HLA-E,0,100,human,GO_Biological_Process_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.052933582357255024
GO_Biological_Process_2021,"nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway (GO:0035872)",3/24,0.00022743640782365407,0.0041322952970776,0,0,29.276877761413843,245.59318448881905,UBB;UBC;RPS27A,0,100,human,GO_Biological_Process_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.05622787936023508
GO_Biological_Process_2021,"nucleotide-excision repair, DNA gap filling (GO:0006297)",3/24,0.00022743640782365407,0.0041322952970776,0,0,29.276877761413843,245.59318448881905,UBB;UBC;RPS27A,0,100,human,GO_Biological_Process_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.05622787936023508
GO_Biological_Process_2021,"protein alpha-1,2-demannosylation (GO:0036508)",3/24,0.00022743640782365407,0.0041322952970776,0,0,29.276877761413843,245.59318448881905,UBB;UBC;RPS27A,0,100,human,GO_Biological_Process_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.05622787936023508
GO_Biological_Process_2021,cellular protein catabolic process (GO:0044257),4/60,0.00023144518216262016,0.0041467261804136,0,0,14.764880952380953,123.59929166727188,GZMA;GZMB;CTSW;CTSC,0,100,human,GO_Biological_Process_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.056342819213238755
GO_Biological_Process_2021,His-Purkinje system development (GO:0003164),2/5,0.0002450871709985121,0.0042154993411744,0,0,135.35374149659864,1125.3170126751409,ID2;HOPX,0,100,human,GO_Biological_Process_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.056540393604535215
GO_Biological_Process_2021,positive regulation of natural killer cell chemotaxis (GO:2000503),2/5,0.0002450871709985121,0.0042154993411744,0,0,135.35374149659864,1125.3170126751409,CCL5;CCL4,0,100,human,GO_Biological_Process_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.056540393604535215
GO_Biological_Process_2021,membrane raft distribution (GO:0031580),2/5,0.0002450871709985121,0.0042154993411744,0,0,135.35374149659864,1125.3170126751409,CD2;PTPRC,0,100,human,GO_Biological_Process_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.056540393604535215
GO_Molecular_Function_2021,disordered domain specific binding (GO:0097718),3/23,0.00019973029138903675,0.0042165283737685,0,0,30.742268041237114,261.8793213001886,HSP90AA1;FYN;CALM1,0,100,human,GO_Molecular_Function_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.056540393604535215
